dataset,algorithm,repetition,fold,tp,tn,fp,fn,train_time,predict_time
hepmass_ir16,imbgbt_ranbal_100.csv,1,2,138187,2330590,294861,26301,803426411186,2598
hepmass_ir16,imbgbt_ranbal_100.csv,2,1,137401,2328101,296104,26204,746255468902,2544
hepmass_ir16,imbgbt_ranbal_100.csv,2,2,138386,2333678,292241,26471,719615844614,2409
hepmass_ir16,imbgbt_ranbal_100.csv,3,1,137823,2335834,288467,26342,711917463355,2715
hepmass_ir16,imbgbt_ranbal_100.csv,3,2,137873,2332114,293709,26424,703110835803,2536
hepmass_ir16,imbgbt_ranbal_100.csv,4,1,138185,2331413,295151,26109,715295641673,2610
hepmass_ir16,imbgbt_ranbal_100.csv,4,2,138051,2330285,293275,26117,700199718447,2585
hepmass_ir16,imbgbt_ranbal_100.csv,5,1,138254,2331339,295544,26053,705899426167,2420
hepmass_ir16,imbgbt_ranbal_100.csv,5,2,137428,2335234,288007,26727,693315862222,2580
higgs_ir4,imbgbt_ranbal_100.csv,1,1,537123,2097441,816915,191114,993855727583,5391
higgs_ir4,imbgbt_ranbal_100.csv,1,2,535903,2095272,819495,190903,844625202719,3605
higgs_ir4,imbgbt_ranbal_100.csv,2,1,536263,2100430,813875,190351,754035379697,3275
higgs_ir4,imbgbt_ranbal_100.csv,2,2,536047,2100950,813868,192382,752607925776,3432
higgs_ir4,imbgbt_ranbal_100.csv,3,1,536403,2098041,814040,191560,749589805227,3403
higgs_ir4,imbgbt_ranbal_100.csv,3,2,534833,2105699,811343,192247,746694233587,3215
higgs_ir4,imbgbt_ranbal_100.csv,4,1,535591,2099144,818126,191194,749898038041,3473
higgs_ir4,imbgbt_ranbal_100.csv,4,2,537452,2096501,815352,190806,746356867321,3413
higgs_ir4,imbgbt_ranbal_100.csv,5,1,536937,2103494,811061,191890,753866596407,3610
higgs_ir4,imbgbt_ranbal_100.csv,5,2,535028,2099123,815445,191188,756333172532,3650
ecbdl14_1m,imbbag_ranbal_100.csv,1,1,7512,347867,141030,3362,742913174204,5874
ecbdl14_1m,imbbag_ranbal_100.csv,1,2,8271,311972,177259,2443,540557291610,3873
ecbdl14_1m,imbbag_ranbal_100.csv,2,1,8200,320264,168520,2680,526846780658,3854
ecbdl14_1m,imbbag_ranbal_100.csv,2,2,7358,350811,138533,3350,528088418308,3991
ecbdl14_1m,imbbag_ranbal_100.csv,3,1,7433,342549,146310,3200,527395424153,4050
ecbdl14_1m,imbbag_ranbal_100.csv,3,2,9203,274479,214790,1752,535715344870,5037
ecbdl14_1m,imbbag_ranbal_100.csv,4,1,7542,349893,140070,3371,534796696601,4238
ecbdl14_1m,imbbag_ranbal_100.csv,4,2,7467,343640,144525,3208,539305365041,3835
ecbdl14_1m,imbbag_ranbal_100.csv,5,1,8110,320483,169096,2647,528553460148,3482
ecbdl14_1m,imbbag_ranbal_100.csv,5,2,8046,328172,160377,2785,535674407366,4375
susy_ir16,imbbag_ranbal_100.csv,1,1,61675,1099500,256479,22891,857971669118,6020
susy_ir16,imbbag_ranbal_100.csv,1,2,60591,1122396,233798,24466,921582511147,3947
susy_ir16,imbbag_ranbal_100.csv,2,1,61829,1096180,258529,22859,1085778154406,4649
susy_ir16,imbbag_ranbal_100.csv,2,2,60478,1122688,234776,24457,1027261845430,7027
susy_ir16,imbbag_ranbal_100.csv,3,1,63921,1063390,292229,20894,967333465834,8607
susy_ir16,imbbag_ranbal_100.csv,3,2,60266,1123441,233113,24542,967674796594,7953
susy_ir16,imbbag_ranbal_100.csv,4,1,62489,1088555,268333,22110,969450402127,6210
susy_ir16,imbbag_ranbal_100.csv,4,2,59604,1135599,219686,25420,980936919282,4119
susy_ir16,imbbag_ranbal_100.csv,5,1,61013,1109012,248066,23623,1008756582316,7014
susy_ir16,imbbag_ranbal_100.csv,5,2,58943,1143832,211263,26044,983216200299,3584
higgs_ir16,imbgbt_ranbal_100.csv,1,1,135546,2088390,825897,46946,1038938986246,4796
higgs_ir16,imbgbt_ranbal_100.csv,1,2,135055,2101715,813121,47423,801669236233,3191
higgs_ir16,imbgbt_ranbal_100.csv,2,1,135101,2094205,819303,47373,740367978102,2889
higgs_ir16,imbgbt_ranbal_100.csv,2,2,135480,2094531,821084,47016,739790626007,2833
higgs_ir16,imbgbt_ranbal_100.csv,3,1,134955,2094809,819309,47066,747501281934,2995
higgs_ir16,imbgbt_ranbal_100.csv,3,2,135947,2090711,824294,47002,741666994928,3064
higgs_ir16,imbgbt_ranbal_100.csv,4,1,134885,2098162,818568,47484,743993298845,2961
higgs_ir16,imbgbt_ranbal_100.csv,4,2,135478,2093168,819225,47123,744331687077,2851
higgs_ir16,imbgbt_ranbal_100.csv,5,1,135269,2093708,823062,47307,748096328931,3023
higgs_ir16,imbgbt_ranbal_100.csv,5,2,135541,2088008,824345,46853,746218313268,2778
covtype_0vs4,imbgbt_ranbal_100.csv,1,1,8574,137030,4498,66,860109084754,11093
covtype_0vs4,imbgbt_ranbal_100.csv,1,2,8682,137331,4442,45,1073229225372,10157
covtype_0vs4,imbgbt_ranbal_100.csv,2,1,8596,136823,4733,59,1127432051537,10281
covtype_0vs4,imbgbt_ranbal_100.csv,2,2,8667,137310,4435,45,1165918931092,7152
covtype_0vs4,imbgbt_ranbal_100.csv,3,1,8543,136768,4532,62,1115468974332,7477
covtype_0vs4,imbgbt_ranbal_100.csv,3,2,8700,137400,4601,62,1204131738657,6341
covtype_0vs4,imbgbt_ranbal_100.csv,4,1,8585,137442,4623,54,1084747176939,10792
covtype_0vs4,imbgbt_ranbal_100.csv,4,2,8666,136832,4404,62,1134489232330,14454
covtype_0vs4,imbgbt_ranbal_100.csv,5,1,8649,137339,4455,58,1059375211423,5732
covtype_0vs4,imbgbt_ranbal_100.csv,5,2,8596,137075,4432,64,1143818156324,12634
ecbdl14_1m,imbgbt_ranbal_100.csv,1,1,8085,351208,137689,2789,733365313569,10427
ecbdl14_1m,imbgbt_ranbal_100.csv,1,2,7885,353636,135595,2829,655176502887,7898
ecbdl14_1m,imbgbt_ranbal_100.csv,2,1,7871,351354,137512,2784,631553839798,8394
ecbdl14_1m,imbgbt_ranbal_100.csv,2,2,8066,353373,135889,2867,650119508708,7793
ecbdl14_1m,imbgbt_ranbal_100.csv,3,1,7924,351929,136712,2854,646097334770,8604
ecbdl14_1m,imbgbt_ranbal_100.csv,3,2,8007,352140,137347,2803,654531075616,8186
ecbdl14_1m,imbgbt_ranbal_100.csv,4,1,7838,354224,136010,2863,635549859710,8533
ecbdl14_1m,imbgbt_ranbal_100.csv,4,2,8078,351680,136214,2809,658796195337,7652
ecbdl14_1m,imbgbt_ranbal_100.csv,5,1,7970,350510,139496,2746,652531768056,8237
ecbdl14_1m,imbgbt_ranbal_100.csv,5,2,8011,350938,137184,2861,654680457822,7549
covtype_1vs2,imbbag_ranbal_100.csv,1,1,17763,105090,686,8,622670068680,13424
covtype_1vs2,imbbag_ranbal_100.csv,1,2,17953,105474,590,30,698620838531,27127
covtype_1vs2,imbbag_ranbal_100.csv,2,1,17936,104752,908,11,840690343908,16535
covtype_1vs2,imbbag_ranbal_100.csv,2,2,17782,105713,467,25,916210145016,16658
covtype_1vs2,imbbag_ranbal_100.csv,3,1,17639,104954,848,31,907061080899,15411
covtype_1vs2,imbbag_ranbal_100.csv,3,2,18062,105532,506,22,938875537508,16139
covtype_1vs2,imbbag_ranbal_100.csv,4,1,17771,105536,924,10,922675618098,15133
covtype_1vs2,imbbag_ranbal_100.csv,4,2,17951,104628,752,22,917141632752,16275
covtype_1vs2,imbbag_ranbal_100.csv,5,1,17782,105311,733,10,923168075991,15614
covtype_1vs2,imbbag_ranbal_100.csv,5,2,17949,105149,647,13,928893256135,16155
kddcup_dos_vs_r2l,imbbag_ranbal_100.csv,1,1,528,1941162,282,2,857651899108,5188
kddcup_dos_vs_r2l,imbbag_ranbal_100.csv,1,2,594,1941874,52,2,757410372179,4769
kddcup_dos_vs_r2l,imbbag_ranbal_100.csv,2,1,577,1939966,266,8,590977844841,1944
kddcup_dos_vs_r2l,imbbag_ranbal_100.csv,2,2,540,1943136,2,1,382145680756,1646
kddcup_dos_vs_r2l,imbbag_ranbal_100.csv,3,1,537,1940735,176,3,365090462817,1545
kddcup_dos_vs_r2l,imbbag_ranbal_100.csv,3,2,585,1942453,6,1,361458762503,1577
kddcup_dos_vs_r2l,imbbag_ranbal_100.csv,4,1,525,1941790,1,1,361121248669,1566
kddcup_dos_vs_r2l,imbbag_ranbal_100.csv,4,2,599,1941573,6,1,357599275902,1569
kddcup_dos_vs_r2l,imbbag_ranbal_100.csv,5,1,545,1942892,15,2,364531632300,1708
kddcup_dos_vs_r2l,imbbag_ranbal_100.csv,5,2,577,1940185,278,2,353221854417,1646
higgs_ir4,imbbag_ranbal_100.csv,1,1,465125,1971666,942690,263112,506282684317,3932
higgs_ir4,imbbag_ranbal_100.csv,1,2,448752,2047513,867254,278054,438615374130,2330
higgs_ir4,imbbag_ranbal_100.csv,2,1,438641,2087756,826582,288352,402187532698,2440
higgs_ir4,imbbag_ranbal_100.csv,2,2,307511,2441242,473543,420539,400788235284,2298
higgs_ir4,imbbag_ranbal_100.csv,3,1,459097,2015910,896910,268427,400323789912,2318
higgs_ir4,imbbag_ranbal_100.csv,3,2,340101,2335300,581003,387418,405105146495,2344
higgs_ir4,imbbag_ranbal_100.csv,4,1,398136,2197950,717596,329712,411192601740,2249
higgs_ir4,imbbag_ranbal_100.csv,4,2,303633,2447441,466136,423562,401799816577,2450
higgs_ir4,imbbag_ranbal_100.csv,5,1,511251,1797488,1118680,216338,407996135159,2371
higgs_ir4,imbbag_ranbal_100.csv,5,2,316159,2416263,496692,411295,411432041087,2596
hepmass_ir16,imbbag_ranbal_100.csv,1,1,136134,2204383,420290,27840,691018879954,3367
hepmass_ir16,imbbag_ranbal_100.csv,1,2,145431,2001193,624258,19057,448171340268,2836
hepmass_ir16,imbbag_ranbal_100.csv,2,1,130325,2306157,318059,33538,400092130098,2596
hepmass_ir16,imbbag_ranbal_100.csv,2,2,141408,2101020,524888,23191,394722189325,2376
hepmass_ir16,imbbag_ranbal_100.csv,3,1,124499,2389457,234991,39335,387445817264,2417
hepmass_ir16,imbbag_ranbal_100.csv,3,2,139740,2130013,495663,24888,391822775115,2336
hepmass_ir16,imbbag_ranbal_100.csv,4,1,144530,2024651,601951,19728,403228789775,2565
hepmass_ir16,imbbag_ranbal_100.csv,4,2,131186,2293637,329885,33018,383529045547,2624
hepmass_ir16,imbbag_ranbal_100.csv,5,1,143618,2041827,585166,20331,400298163424,2293
hepmass_ir16,imbbag_ranbal_100.csv,5,2,129926,2322964,300167,34587,411039418079,2374
kddcup_dos_vs_r2l,imbgbt_ranbal_100.csv,1,1,529,1940851,593,1,889407815186,4632
kddcup_dos_vs_r2l,imbgbt_ranbal_100.csv,1,2,596,1939112,2814,0,880046328525,4865
kddcup_dos_vs_r2l,imbgbt_ranbal_100.csv,2,1,566,1932052,8206,0,720077172504,2069
kddcup_dos_vs_r2l,imbgbt_ranbal_100.csv,2,2,559,1941507,1605,1,575497034576,1642
kddcup_dos_vs_r2l,imbgbt_ranbal_100.csv,3,1,571,1939623,1384,1,552115819654,1510
kddcup_dos_vs_r2l,imbgbt_ranbal_100.csv,3,2,554,1940671,1692,0,547329292502,1271
kddcup_dos_vs_r2l,imbgbt_ranbal_100.csv,4,1,553,1940429,1272,2,537084915827,1455
kddcup_dos_vs_r2l,imbgbt_ranbal_100.csv,4,2,571,1940257,1412,0,554052486805,2120
kddcup_dos_vs_r2l,imbgbt_ranbal_100.csv,5,1,565,1940257,2665,0,535409081033,1697
kddcup_dos_vs_r2l,imbgbt_ranbal_100.csv,5,2,561,1938564,1884,0,546410892972,1440
susy_ir16,imbgbt_ranbal_100.csv,1,1,63097,1143641,212338,21469,1240853676105,6119
susy_ir16,imbgbt_ranbal_100.csv,1,2,63645,1142308,213886,21412,1464831418507,4329
susy_ir16,imbgbt_ranbal_100.csv,2,1,63229,1139861,214802,21653,1485041443347,3994
susy_ir16,imbgbt_ranbal_100.csv,2,2,63771,1140583,216927,20970,1385670395561,3064
susy_ir16,imbgbt_ranbal_100.csv,3,1,63707,1136001,219310,20916,1099018280628,2950
susy_ir16,imbgbt_ranbal_100.csv,3,2,63362,1144370,212492,21638,1053314639772,3359
susy_ir16,imbgbt_ranbal_100.csv,4,1,63590,1140644,215458,21433,1069809836346,3642
susy_ir16,imbgbt_ranbal_100.csv,4,2,63513,1141173,214797,21266,534009478613,2863
susy_ir16,imbgbt_ranbal_100.csv,5,1,63659,1139097,217650,21280,483586928008,2597
susy_ir16,imbgbt_ranbal_100.csv,5,2,63532,1139175,216251,21152,477305985823,2628
covtype_1vs4,imbgbt_ranbal_100.csv,1,1,8595,105263,507,24,967134859439,22902
covtype_1vs4,imbgbt_ranbal_100.csv,1,2,8743,105544,526,5,1250184984091,6699
covtype_1vs4,imbgbt_ranbal_100.csv,2,1,8634,105327,477,8,1339528648864,12320
covtype_1vs4,imbgbt_ranbal_100.csv,2,2,8714,105643,393,11,1352576473368,12555
covtype_1vs4,imbgbt_ranbal_100.csv,3,1,8734,105171,475,9,1310024402286,14880
covtype_1vs4,imbgbt_ranbal_100.csv,3,2,8621,105735,459,3,806999567451,4783
covtype_1vs4,imbgbt_ranbal_100.csv,4,1,8719,105696,518,12,620839116206,7128
covtype_1vs4,imbgbt_ranbal_100.csv,4,2,8631,105182,444,5,624393263293,6887
covtype_1vs4,imbgbt_ranbal_100.csv,5,1,8745,105528,484,3,651623170164,5106
covtype_1vs4,imbgbt_ranbal_100.csv,5,2,8611,105239,589,8,641240293266,5275
covtype_1vs4,imbbag_ranbal_100.csv,1,1,8593,104924,846,26,589560605194,10238
covtype_1vs4,imbbag_ranbal_100.csv,1,2,8714,105148,922,34,704678070336,13620
covtype_1vs4,imbbag_ranbal_100.csv,2,1,8523,105073,909,14,856528481932,13438
covtype_1vs4,imbbag_ranbal_100.csv,2,2,8818,104850,1008,12,912320828484,14396
covtype_1vs4,imbbag_ranbal_100.csv,3,1,8630,104947,794,40,938072351019,14568
covtype_1vs4,imbbag_ranbal_100.csv,3,2,8682,105076,1023,15,972597506214,15798
covtype_1vs4,imbbag_ranbal_100.csv,4,1,8665,105441,860,28,889774369756,13565
covtype_1vs4,imbbag_ranbal_100.csv,4,2,8663,104583,956,11,885416776202,13619
covtype_1vs4,imbbag_ranbal_100.csv,5,1,8782,104916,1100,7,913996917422,13248
covtype_1vs4,imbbag_ranbal_100.csv,5,2,8556,104886,938,22,941880314803,13303
hepmass_ir4,imbbag_ranbal_100.csv,1,1,557931,2125436,499038,98610,627521186868,3203
hepmass_ir4,imbbag_ranbal_100.csv,1,2,536712,2227233,398417,117987,509765379655,3308
hepmass_ir4,imbbag_ranbal_100.csv,2,1,528512,2273818,349921,127069,458815465747,2590
hepmass_ir4,imbbag_ranbal_100.csv,2,2,563148,2091074,535311,92511,420126959442,2344
hepmass_ir4,imbbag_ranbal_100.csv,3,1,517839,2319506,305481,136608,402027342538,2354
hepmass_ir4,imbbag_ranbal_100.csv,3,2,558525,2123422,501715,98268,403928457436,2447
hepmass_ir4,imbbag_ranbal_100.csv,4,1,568371,2069911,556837,87886,410793089069,2342
hepmass_ir4,imbbag_ranbal_100.csv,4,2,533804,2249844,373532,121179,411632565044,2573
hepmass_ir4,imbbag_ranbal_100.csv,5,1,581220,1996539,629469,75109,404091472563,2402
hepmass_ir4,imbbag_ranbal_100.csv,5,2,526412,2283066,341050,128499,403837787680,2385
covtype_1vs3,imbgbt_ranbal_100.csv,1,1,9948,100906,4908,226,870105625742,11469
covtype_1vs3,imbgbt_ranbal_100.csv,1,2,10100,100954,5072,236,1040518465440,7522
covtype_1vs3,imbgbt_ranbal_100.csv,2,1,9999,100498,5316,225,1241494228537,17415
covtype_1vs3,imbgbt_ranbal_100.csv,2,2,10035,100717,5309,251,1308707751261,14383
covtype_1vs3,imbgbt_ranbal_100.csv,3,1,10097,100303,5351,236,1300384927111,13840
covtype_1vs3,imbgbt_ranbal_100.csv,3,2,9922,101040,5146,255,1312363280232,6171
covtype_1vs3,imbgbt_ranbal_100.csv,4,1,10022,101273,4996,269,1060296691428,7344
covtype_1vs3,imbgbt_ranbal_100.csv,4,2,9965,100286,5285,254,1068256999611,14761
covtype_1vs3,imbgbt_ranbal_100.csv,5,1,10014,100557,5483,250,1102121444757,13416
covtype_1vs3,imbgbt_ranbal_100.csv,5,2,10029,100746,5054,217,1336078880171,7135
covtype_1vs2,imbgbt_ranbal_100.csv,1,1,17767,105577,199,4,775840347346,10762
covtype_1vs2,imbgbt_ranbal_100.csv,1,2,17973,105799,265,10,925283043752,11237
covtype_1vs2,imbgbt_ranbal_100.csv,2,1,17877,105556,184,0,1103176948730,11467
covtype_1vs2,imbgbt_ranbal_100.csv,2,2,17872,105889,211,5,1109627341574,6098
covtype_1vs2,imbgbt_ranbal_100.csv,3,1,17879,105426,186,4,1095093067576,8903
covtype_1vs2,imbgbt_ranbal_100.csv,3,2,17869,106003,225,2,1171563345201,10510
covtype_1vs2,imbgbt_ranbal_100.csv,4,1,17990,106021,153,3,1053610388426,12810
covtype_1vs2,imbgbt_ranbal_100.csv,4,2,17759,105411,255,2,1158773321296,6664
covtype_1vs2,imbgbt_ranbal_100.csv,5,1,17924,105769,160,7,1096625321465,10070
covtype_1vs2,imbgbt_ranbal_100.csv,5,2,17819,105706,205,4,1191504500581,12566
covtype_0vs3,imbbag_ranbal_100.csv,1,1,10122,136224,5238,127,603022840237,8068
covtype_0vs3,imbbag_ranbal_100.csv,1,2,10132,136383,5456,129,655098069410,6420
covtype_0vs3,imbbag_ranbal_100.csv,2,1,10053,136548,4975,164,852392807387,12732
covtype_0vs3,imbbag_ranbal_100.csv,2,2,10173,136842,4936,120,879853706078,14978
covtype_0vs3,imbbag_ranbal_100.csv,3,1,10099,137005,4204,207,877283056221,8281
covtype_0vs3,imbbag_ranbal_100.csv,3,2,10070,137564,4528,134,958606999220,16152
covtype_0vs3,imbbag_ranbal_100.csv,4,1,10218,136741,5159,144,1158847258298,16848
covtype_0vs3,imbbag_ranbal_100.csv,4,2,10033,136093,5308,115,1147663532834,74820
covtype_0vs3,imbbag_ranbal_100.csv,5,1,10105,136589,5318,119,1012240762521,13138
covtype_0vs3,imbbag_ranbal_100.csv,5,2,10151,136031,5363,135,919550626108,13526
covtype_1vs3,imbbag_ranbal_100.csv,1,1,9516,90952,14862,658,619515931087,13726
covtype_1vs3,imbbag_ranbal_100.csv,1,2,9314,93962,12064,1022,766745513859,19164
covtype_1vs3,imbbag_ranbal_100.csv,2,1,9294,93927,11876,921,878464324292,8817
covtype_1vs3,imbbag_ranbal_100.csv,2,2,9344,93708,12461,843,510930521219,22306
covtype_1vs3,imbbag_ranbal_100.csv,3,1,9370,92910,12748,857,708726364694,22400
covtype_1vs3,imbbag_ranbal_100.csv,3,2,9272,95115,11067,1011,588149240994,17689
covtype_1vs3,imbbag_ranbal_100.csv,4,1,9481,93447,12791,884,242654408469,9542
covtype_1vs3,imbbag_ranbal_100.csv,4,2,9104,94746,10856,1041,237014469068,8332
covtype_1vs3,imbbag_ranbal_100.csv,5,1,9223,94292,11803,960,222493274152,4890
covtype_1vs3,imbbag_ranbal_100.csv,5,2,9364,93470,12275,963,221932123153,4575
kddcup_normal_vs_dos,imbbag_ranbal_100.csv,1,1,486365,1940987,537,7,1012200793729,8766
kddcup_normal_vs_dos,imbbag_ranbal_100.csv,1,2,486397,1941354,492,12,1001745105131,9221
kddcup_normal_vs_dos,imbbag_ranbal_100.csv,2,1,486458,1939364,670,6,723910733667,3563
kddcup_normal_vs_dos,imbbag_ranbal_100.csv,2,2,486306,1942768,568,11,460006036007,2972
kddcup_normal_vs_dos,imbbag_ranbal_100.csv,3,1,486310,1940552,524,9,411471319612,3563
kddcup_normal_vs_dos,imbbag_ranbal_100.csv,3,2,486451,1941711,583,11,416229705743,3279
kddcup_normal_vs_dos,imbbag_ranbal_100.csv,4,1,487401,1941090,586,5,419626780017,3399
kddcup_normal_vs_dos,imbbag_ranbal_100.csv,4,2,485362,1941061,633,13,415175563262,3253
kddcup_normal_vs_dos,imbbag_ranbal_100.csv,5,1,486207,1943019,586,12,409820977017,3267
kddcup_normal_vs_dos,imbbag_ranbal_100.csv,5,2,486559,1939173,592,3,414758449225,3358
kddcup_normal_vs_dos,imbgbt_ranbal_100.csv,1,1,486369,1941422,102,3,1259763005530,6889
kddcup_normal_vs_dos,imbgbt_ranbal_100.csv,1,2,486397,1941790,56,12,1165388322837,6328
kddcup_normal_vs_dos,imbgbt_ranbal_100.csv,2,1,485412,1941198,48,8,942961927670,2283
kddcup_normal_vs_dos,imbgbt_ranbal_100.csv,2,2,487360,1941961,163,1,666047694502,2072
kddcup_normal_vs_dos,imbgbt_ranbal_100.csv,3,1,486621,1940460,144,2,643574174612,2108
kddcup_normal_vs_dos,imbgbt_ranbal_100.csv,3,2,486149,1942547,219,9,633966566991,1825
kddcup_normal_vs_dos,imbgbt_ranbal_100.csv,4,1,485632,1943427,64,11,630776175318,1897
kddcup_normal_vs_dos,imbgbt_ranbal_100.csv,4,2,487136,1939678,201,2,624767181986,2226
kddcup_normal_vs_dos,imbgbt_ranbal_100.csv,5,1,486714,1942783,89,8,628086105892,2163
kddcup_normal_vs_dos,imbgbt_ranbal_100.csv,5,2,486049,1940446,52,10,631394087614,1922
susy_ir4,imbbag_ranbal_100.csv,1,1,262324,1021704,334439,76070,907357356430,5050
susy_ir4,imbbag_ranbal_100.csv,1,2,250489,1083324,272706,88264,943877453943,4681
susy_ir4,imbbag_ranbal_100.csv,2,1,266837,993413,361377,71316,971649826664,6851
susy_ir4,imbbag_ranbal_100.csv,2,2,251201,1083181,274202,87793,955674177728,4221
susy_ir4,imbbag_ranbal_100.csv,3,1,240129,1120399,235438,97826,905692058198,6292
susy_ir4,imbbag_ranbal_100.csv,3,2,269025,987438,368898,70167,967474692634,3818
susy_ir4,imbbag_ranbal_100.csv,4,1,259289,1040495,314819,79558,973683558389,4292
susy_ir4,imbbag_ranbal_100.csv,4,2,273394,951140,405719,64906,977013321724,3902
susy_ir4,imbbag_ranbal_100.csv,5,1,249520,1088477,268609,89132,879722112825,3583
susy_ir4,imbbag_ranbal_100.csv,5,2,240406,1122472,232615,98089,819446534929,7244
ecbdl14_10m,imbbag_ranbal_100.csv,1,1,75651,3409627,1483584,31798,1002203820073,1229
ecbdl14_10m,imbbag_ranbal_100.csv,1,2,86654,2849808,2040309,21060,982389012811,1150
ecbdl14_10m,imbbag_ranbal_100.csv,2,1,78978,3256983,1634320,28417,1010728276967,1078
ecbdl14_10m,imbbag_ranbal_100.csv,2,2,79377,3230107,1661918,28391,1000408863252,1093
ecbdl14_10m,imbbag_ranbal_100.csv,3,1,76952,3358211,1530977,30577,994430760981,1179
ecbdl14_10m,imbbag_ranbal_100.csv,3,2,73935,3486480,1407660,33699,1006317109612,1096
ecbdl14_10m,imbbag_ranbal_100.csv,4,1,75158,3428880,1463770,32456,1018335711576,1439
ecbdl14_10m,imbbag_ranbal_100.csv,4,2,81491,3127364,1763314,26058,1009218534793,1067
ecbdl14_10m,imbbag_ranbal_100.csv,5,1,78061,3300229,1593554,29517,1015042777295,1127
ecbdl14_10m,imbbag_ranbal_100.csv,5,2,78277,3260807,1628738,29308,994503655475,1106
susy_ir4,imbgbt_ranbal_100.csv,1,1,251448,1148232,207345,87356,804887162663,7107
susy_ir4,imbgbt_ranbal_100.csv,1,2,251523,1150225,206371,86820,772482350798,7149
susy_ir4,imbgbt_ranbal_100.csv,2,1,251173,1147955,206741,87049,660589727030,3596
susy_ir4,imbgbt_ranbal_100.csv,2,2,252416,1148907,208570,86509,464819976504,2542
susy_ir4,imbgbt_ranbal_100.csv,3,1,251001,1151243,204035,87650,442376254266,2487
susy_ir4,imbgbt_ranbal_100.csv,3,2,250622,1151507,205474,87693,1023718723408,11248
susy_ir4,imbgbt_ranbal_100.csv,4,1,252144,1147880,207717,86698,836863639606,6127
susy_ir4,imbgbt_ranbal_100.csv,4,2,251002,1149355,207221,87303,582047674397,3956
susy_ir4,imbgbt_ranbal_100.csv,5,1,251358,1151521,205350,87583,543013587121,3386
susy_ir4,imbgbt_ranbal_100.csv,5,2,251183,1148335,206967,87023,546012095035,3291
covtype_0vs2,none_wgbt_100.csv,1,1,17880,137468,3970,128,74607821755,11564
covtype_0vs2,none_wgbt_100.csv,1,2,17631,137603,4260,115,67719048803,9743
covtype_0vs2,none_wgbt_100.csv,2,1,17669,137681,4047,115,71620574151,11193
covtype_0vs2,none_wgbt_100.csv,2,2,17857,137322,4251,113,65099535149,8408
covtype_0vs2,none_wgbt_100.csv,3,1,17704,137599,4322,100,64386241943,7839
covtype_0vs2,none_wgbt_100.csv,3,2,17826,137421,3959,124,64499181656,7878
covtype_0vs2,none_wgbt_100.csv,4,1,17757,137887,3882,106,64819731286,7788
covtype_0vs2,none_wgbt_100.csv,4,2,17792,137431,4101,99,65108857534,7939
covtype_0vs2,none_wgbt_100.csv,5,1,17573,137851,4061,87,128087924028,17466
covtype_0vs2,none_wgbt_100.csv,5,2,17961,137604,3785,133,99204272809,12161
kddcup_dos_vs_r2l,none_wgbt_100.csv,1,1,577,1941064,20,3,166034142944,7167
kddcup_dos_vs_r2l,none_wgbt_100.csv,1,2,541,1942254,32,5,196299280470,7207
kddcup_dos_vs_r2l,none_wgbt_100.csv,2,1,549,1941641,0,4,137933960276,4328
kddcup_dos_vs_r2l,none_wgbt_100.csv,2,2,572,1941729,0,1,127940255965,3937
kddcup_dos_vs_r2l,none_wgbt_100.csv,3,1,554,1942562,17,7,135715535767,4539
kddcup_dos_vs_r2l,none_wgbt_100.csv,3,2,565,1940791,0,0,106543633052,2882
kddcup_dos_vs_r2l,none_wgbt_100.csv,4,1,549,1941413,2,1,103833155590,2948
kddcup_dos_vs_r2l,none_wgbt_100.csv,4,2,573,1941955,0,3,100520866092,2633
kddcup_dos_vs_r2l,none_wgbt_100.csv,5,1,564,1942013,9,2,97854755992,2380
kddcup_dos_vs_r2l,none_wgbt_100.csv,5,2,556,1941332,16,4,107370584419,2319
higgs_ir16,none_wrf_100.csv,1,1,124878,1948418,966899,57045,43467601955,2447
higgs_ir16,none_wrf_100.csv,1,2,125809,1945039,968767,57238,22283723324,2179
higgs_ir16,none_wrf_100.csv,2,1,125284,1946351,968224,57124,24757166081,1880
higgs_ir16,none_wrf_100.csv,2,2,125733,1934523,980025,56829,21454331506,1879
higgs_ir16,none_wrf_100.csv,3,1,124346,1965851,949061,58163,20359499291,1905
higgs_ir16,none_wrf_100.csv,3,2,125932,1937802,976409,56529,20229557357,2042
higgs_ir16,none_wrf_100.csv,4,1,124713,1959530,956116,57907,21797365846,1897
higgs_ir16,none_wrf_100.csv,4,2,125533,1945285,968192,56817,19634737486,1889
higgs_ir16,none_wrf_100.csv,5,1,124871,1953137,961152,57573,22441485823,1831
higgs_ir16,none_wrf_100.csv,5,2,125261,1951359,963475,57265,19404273745,1834
higgs_ir4,none_wbag_100.csv,1,1,498687,1875787,1038869,229077,64518289766,1926
higgs_ir4,none_wbag_100.csv,1,2,545994,1693233,1221234,181285,38953757316,1676
higgs_ir4,none_wbag_100.csv,2,1,552907,1679329,1234282,175151,41115112047,1467
higgs_ir4,none_wbag_100.csv,2,2,546399,1686273,1229239,180586,36556614327,1506
higgs_ir4,none_wbag_100.csv,3,1,494328,1900823,1013916,233293,40496256866,1502
higgs_ir4,none_wbag_100.csv,3,2,551306,1685922,1228462,176116,35527653720,1410
higgs_ir4,none_wbag_100.csv,4,1,553407,1668842,1246817,174031,34019078977,1370
higgs_ir4,none_wbag_100.csv,4,2,549123,1688277,1225187,178482,38938468195,1630
